MasterSite,SiteName,FriendlySiteName,Genus,Species,SPEC,SurveyDate,Primary,Secondary,SecNumConsec,Captures,Model,Reason
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,6/17/20,3,3,13,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,4/27/21,1,1,14,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,4/28/21,1,2,15,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,4/29/21,1,3,16,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/18/21,2,1,17,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/19/21,2,2,18,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/20/21,2,3,19,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,4/26/22,1,2,20,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,4/27/22,1,2,21,0,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,4/28/22,1,4,22,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/17/22,2,3,23,0,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/18/22,2,3,24,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/19/22,2,4,25,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,6/14/22,3,2,26,0,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,6/15/22,3,2,27,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,6/16/22,3,2,28,0,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,5/28/18,1,1,1,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,6/1/18,1,2,2,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,6/4/18,1,3,3,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,6/1/19,1,1,4,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,6/3/19,1,2,5,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,6/6/19,1,3,6,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,5/25/20,1,1,7,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,5/26/20,1,2,8,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,5/30/20,1,3,9,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,5/25/21,1,1,10,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,5/27/21,1,2,11,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,6/2/21,1,3,12,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,5/30/22,1,1,13,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,6/2/22,1,2,14,1,1,
LilyPond,Lily Pond,LP,Pseudacris,maculata,PSMA,6/4/22,1,3,15,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,7/31/18,1,1,1,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/1/18,1,2,2,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/2/18,1,3,3,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/26/18,2,1,4,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/27/18,2,2,5,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/28/18,2,3,6,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/13/19,1,1,7,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/14/19,1,2,8,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/15/19,1,3,9,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/24/19,2,1,10,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/25/19,2,2,11,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/26/19,2,3,12,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/11/20,1,1,13,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/12/20,1,2,14,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/13/20,1,3,15,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/29/20,2,1,16,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/30/20,2,2,17,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,10/1/20,2,3,18,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,7/27/21,1,1,19,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,7/28/21,1,2,20,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,7/29/21,1,3,21,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/14/21,2,1,22,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/15/21,2,2,23,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/16/21,2,3,24,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/2/22,1,1,25,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/3/22,1,2,26,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,8/4/22,1,3,27,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/15/22,2,1,28,1,1,
LittleThreeCreeks,LTC-C,1,Rana,cascadae,RACA,9/16/22,2,2,29,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,7/31/18,1,1,1,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/1/18,1,2,2,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/2/18,1,3,3,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/26/18,2,1,4,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/27/18,2,2,5,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/28/18,2,3,6,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/13/19,1,1,7,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/14/19,1,2,8,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/15/19,1,3,9,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/24/19,2,1,10,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/25/19,2,2,11,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/26/19,2,3,12,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/11/20,1,1,13,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/12/20,1,2,14,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/13/20,1,3,15,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/29/20,2,1,16,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/30/20,2,2,17,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,10/1/20,2,3,18,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,7/27/21,1,1,19,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,7/28/21,1,2,20,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,7/29/21,1,3,21,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/14/21,2,1,22,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/15/21,2,2,23,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/16/21,2,3,24,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/2/22,1,1,25,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/3/22,1,2,26,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,8/4/22,1,3,27,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/15/22,2,1,28,1,1,
LittleThreeCreeks,LTC-E,2,Rana,cascadae,RACA,9/16/22,2,2,29,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,7/31/18,1,1,1,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/1/18,1,2,2,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/2/18,1,3,3,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/26/18,2,1,4,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/27/18,2,2,5,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/28/18,2,3,6,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/13/19,1,1,7,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/14/19,1,2,8,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/15/19,1,3,9,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/24/19,2,1,10,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/25/19,2,2,11,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/26/19,2,3,12,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/11/20,1,1,13,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/12/20,1,2,14,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/13/20,,,15,0,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/29/20,2,1,16,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/30/20,2,2,17,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,10/1/20,2,3,18,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,7/27/21,1,1,19,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,7/28/21,1,2,20,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,7/29/21,1,3,21,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/14/21,2,1,22,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/15/21,2,2,23,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/16/21,,,24,0,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/2/22,1,1,25,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/3/22,1,2,26,1,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,8/4/22,,,27,0,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/15/22,,,28,0,1,
LittleThreeCreeks,LTCL,3,Rana,cascadae,RACA,9/16/22,,,29,0,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/10/18,1,1,1,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/11/18,1,2,2,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/13/18,1,3,3,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/15/18,1,4,4,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/18/18,1,5,5,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/20/18,1,6,6,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/18/19,2,1,7,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/19/19,2,2,8,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/22/19,2,3,9,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/23/19,2,4,10,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/22/20,3,1,11,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/24/20,3,2,12,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/26/20,3,3,13,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/28/20,3,4,14,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/29/20,3,5,15,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,5/1/20,3,6,16,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,5/4/20,3,7,17,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/21/21,4,1,18,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/22/21,4,2,19,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/27/21,4,3,20,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/28/21,4,4,21,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/29/21,4,5,22,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/30/21,4,6,23,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,5/5/21,4,7,24,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,5/6/21,4,8,25,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/18/22,1,1,26,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/20/22,1,2,27,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/25/22,1,3,28,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,4/27/22,1,4,29,1,1,
LostHorse,Lost Horse,LH,Rana,luteiventris,RALU,5/4/22,1,5,30,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/21/18,1,1,1,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/23/18,1,2,2,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/25/18,1,3,3,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/24/19,1,1,4,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/26/19,1,2,5,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/29/19,1,3,6,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/20/20,1,1,7,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/23/20,1,2,8,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/28/20,1,3,9,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/19/21,1,1,10,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/21/21,1,2,11,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/23/21,1,3,12,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/14/22,1,1,13,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/23/22,1,2,14,1,1,
MatthewsPond,Matthews Pond,MP,Pseudacris,maculata,PSMA,5/25/22,1,3,15,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/7/18,1,1,1,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/8/18,1,2,2,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/9/18,1,3,3,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/10/18,1,4,4,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/29/18,2,1,5,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/30/18,,,6,0,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/31/18,2,3,7,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/1/18,2,4,8,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/19/18,3,2,9,0,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/20/18,3,2,10,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/21/18,3,2,11,0,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/22/18,3,4,12,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/6/19,1,1,13,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/7/19,1,2,14,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/8/19,1,3,15,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/9/19,1,4,16,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/28/19,2,1,17,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/29/19,2,2,18,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/30/19,2,3,19,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/31/19,2,4,20,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/18/19,3,1,21,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/19/19,3,2,22,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/20/19,3,3,23,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/20/20,1,1,24,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/21/20,1,2,25,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/22/20,1,3,26,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/23/20,1,4,27,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/11/20,2,1,28,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/12/20,2,2,29,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/13/20,2,3,30,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/14/20,2,4,31,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/3/20,3,1,32,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/4/20,3,2,33,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/5/20,3,3,34,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/20/21,1,1,35,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/21/21,1,2,36,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/22/21,1,3,37,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/23/21,1,4,38,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/10/21,2,1,39,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/11/21,2,2,40,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/12/21,2,3,41,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/13/21,2,4,42,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/7/21,3,1,43,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/8/21,3,2,44,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/9/21,3,3,45,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/10/21,3,4,46,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/18/22,1,1,47,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/19/22,1,2,48,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/20/22,1,3,49,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,4/21/22,1,4,50,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/9/22,2,1,51,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/10/22,2,2,52,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/11/22,2,3,53,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,5/12/22,2,4,54,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/7/22,3,1,55,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/8/22,3,2,56,1,1,
MudLake,Mud Lake 1,MudLake1,Notophthalmus,viridescens,NOVI,6/9/22,3,3,57,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/7/18,1,3,,1,0,No Individuals Marked
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/9/18,1,3,1,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/20/18,3,1,2,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/7/19,1,2,3,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/28/19,1,2,4,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/29/19,2,2,5,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/19/19,3,2,6,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/21/20,,,7,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/22/20,,,8,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/23/20,,,9,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/12/20,,,10,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/13/20,2,3,11,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/14/20,,,12,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/3/20,,,13,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/4/20,3,2,14,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/5/20,3,3,15,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/20/21,1,1,16,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/21/21,,,17,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/22/21,,,18,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/23/21,1,4,19,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/11/21,,,20,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/12/21,,,21,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/13/21,,,22,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/8/21,,,23,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/9/21,3,3,24,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/19/22,,,25,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/20/22,1,3,26,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,4/21/22,1,4,27,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/10/22,2,2,28,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/11/22,2,3,29,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,5/12/22,2,4,30,1,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/7/22,,,31,0,1,
MudLake,Mud Lake 2,MudLake2,Notophthalmus,viridescens,NOVI,6/8/22,,,32,0,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/10/18,1,4,,1,0,No Individuals Marked
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,6/1/18,2,4,,1,0,No Individuals Marked
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,6/20/18,3,2,,1,0,No Individuals Marked
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/9/19,1,4,1,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/30/19,,,2,0,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,6/20/19,3,3,3,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,4/23/20,,,4,0,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/12/20,2,2,5,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/13/20,2,3,6,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/14/20,2,4,7,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,6/3/20,3,1,8,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,6/4/20,3,2,9,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,6/5/20,,,10,0,1,
